"","record_id","outdesc","out","outprimary","outtype","outanalysis___1","outanalysis___2","outanalysis___3","outanalysis___4","outanalysisdesc","outhowgconfound___1","outhowgconfound___2","outhowgconfound___3","outhowgconfound___4","outhowgconfound___5","outhowgconfound___6","outhowgconfound___7","outhowgconfound___8","outhowconfounddesc","outconfdomains___1","outconfdomains___2","outconfdomains___3","outconfdomains___4","outconfdomains___5","outconfdomains___6","outconfdomains___7","outconfdomains___8","outconfdomains___9","outconfdomains___10","outconfdomains___11","outconfdomains___12","outconfdomains___13","outconfdomains___14","outconfdomains___15","outconfdomains___16","outconfdomains___17","outmingenetics","outmincoinfect","outminatopic","outminneonatal","outminchildsex","outminantibiotic","outminses","outminsibling","outminsmoking","outminnutrition","outminallergens","outminpollution","outminageexp","outminageout","expdesc","expmeth___1","expmeth___2","expmeth___3","expmeth___4","expmeth___5","exptype","exptime___1","exptime___2","exptime___3","exptimedesc","compdesc","type","time2needed","time3needed","expdesc.1","time","estype","esdesc","esmethod","es","es.se.report","es.se","n","expevent","expnonevent","compevent","compnonevent","outage","id","comparison"
"615",69,"ASTHMA: ""all children suffering from at least one wheezing attack as late as 4 years of age or more were regarded as having asthma.""",1,3,1,0,0,0,1,"chi-square test with Yates correction and Fisher's exact probability",0,0,0,0,0,0,0,1,"No documented attempt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV(+) LRTI requiring hospitalization in the first 2 years of life",1,0,0,0,0,2,0,1,0,"","RSV(-) LRTI requiring hospitalization during an RSV epidemic (n=17); data were not provided for RSV-  children outside of the RSV epidemic (n=27) so no effect size could be calculated",2,2,1,NA,1,1,"based on data provided in Table 3",2,0.26,1,0.8,41,3,21,6,11,"4.5 to 6 years of age",69,1
"613",69,"ASTHMA: ""all children suffering from at least one wheezing attack as late as 4 years of age or more were regarded as having asthma.""",1,3,1,0,0,0,1,"chi-square test with Yates correction and Fisher's exact probability",0,0,0,0,0,0,0,1,"No documented attempt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV(+) LRTI requiring hospitalization in the first 2 years of life",1,0,0,0,0,2,0,1,0,"","RSV(-) LRTI requiring hospitalization during an RSV epidemic (n=17); data were not provided for RSV-  children outside of the RSV epidemic (n=27) so no effect size could be calculated",2,2,1,NA,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",69,1
"617",69,"ASTHMA: ""all children suffering from at least one wheezing attack as late as 4 years of age or more were regarded as having asthma.""",1,3,1,0,0,0,1,"chi-square test with Yates correction and Fisher's exact probability",0,0,0,0,0,0,0,1,"No documented attempt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV(+) LRTI requiring hospitalization in the first 2 years of life",1,0,0,0,0,2,0,1,0,"","RSV(-) LRTI requiring hospitalization during an RSV epidemic (n=17); data were not provided for RSV-  children outside of the RSV epidemic (n=27) so no effect size could be calculated",2,2,1,NA,3,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",69,1
"626",70,"Bronchial Asthma  - children were examined and the parents were interviewed by one of us (L. K. ) ; the histories were  obtained by means of structured questionnaires and matched  with the medical records of our hospital. Bronchial asthma  was defined as wheezing on at least three occasions after an infection or an exposure to an allergen.10 The occurrence of asthmatic attacks during the 12 months before the  follow-up examination was recorded; only attacks diagnosed and treated by a physician were included. In addition, children who were receiving continuous or intermittent preventive antiasthmatic medication, regard�  less of their acute symptoms, were considered to have bronchial asthma.",1,3,1,0,0,0,1,"In statistical analysis of the data, the 2 test with a correction devised by Yates and Fisher's Exact Probability Test  were used.",0,0,0,0,0,0,0,1,"no attempt to limit confounding",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV(+) bronchiolitis requiring hospitalization in the first two years of life",1,0,0,0,0,2,0,1,0,"","RSV(-) bronchiolitis requiring hospitalization in the first two years of life",2,2,1,NA,1,1,"unadjusted OR based on Table 3",2,0.18,1,0.84,62,2,30,8,22,"ages 7-9.5",70,1
"623",70,"Bronchial Asthma  - children were examined and the parents were interviewed by one of us (L. K. ) ; the histories were  obtained by means of structured questionnaires and matched  with the medical records of our hospital. Bronchial asthma  was defined as wheezing on at least three occasions after an infection or an exposure to an allergen.10 The occurrence of asthmatic attacks during the 12 months before the  follow-up examination was recorded; only attacks diagnosed and treated by a physician were included. In addition, children who were receiving continuous or intermittent preventive antiasthmatic medication, regard�  less of their acute symptoms, were considered to have bronchial asthma.",1,3,1,0,0,0,1,"In statistical analysis of the data, the 2 test with a correction devised by Yates and Fisher's Exact Probability Test  were used.",0,0,0,0,0,0,0,1,"no attempt to limit confounding",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV(+) bronchiolitis requiring hospitalization in the first two years of life",1,0,0,0,0,2,0,1,0,"","RSV(-) bronchiolitis requiring hospitalization in the first two years of life",2,2,1,NA,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",70,1
"622",70,"Bronchial Asthma  - children were examined and the parents were interviewed by one of us (L. K. ) ; the histories were  obtained by means of structured questionnaires and matched  with the medical records of our hospital. Bronchial asthma  was defined as wheezing on at least three occasions after an infection or an exposure to an allergen.10 The occurrence of asthmatic attacks during the 12 months before the  follow-up examination was recorded; only attacks diagnosed and treated by a physician were included. In addition, children who were receiving continuous or intermittent preventive antiasthmatic medication, regard�  less of their acute symptoms, were considered to have bronchial asthma.",1,3,1,0,0,0,1,"In statistical analysis of the data, the 2 test with a correction devised by Yates and Fisher's Exact Probability Test  were used.",0,0,0,0,0,0,0,1,"no attempt to limit confounding",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV(+) bronchiolitis requiring hospitalization in the first two years of life",1,0,0,0,0,2,0,1,0,"","RSV(-) bronchiolitis requiring hospitalization in the first two years of life",2,2,1,NA,3,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",70,1
"661",74,"Established asthma  - Recurrent qr established bronchitis is defined as four or more episodes of cough necessitating medical attention, and asthma as four or more episodes of wheezing during the year before follow-up study.    -After each child's visit general practitioners were contacted and asked to confirm the history obtained from the parents. Medical records were scrutinised with the general practitioner's consent whenever there was a history of respiratory problems or apparent conflict between parental and medical information. More than two-thirds of the medical records of the children were finally reviewed and relevant information coded.",1,3,1,0,0,0,1,"Just descriptive -- based on last section of the Results",1,0,0,0,0,1,0,0,"Table 1: child sex well-matched in   - Those with and without respiratory syncytial virus were then grouped separately for each  winter period according to age (to within three months) at the time of the illness and equal numbers of ""age matched"" children with and  without respiratory syncytial virus were selected at random from each group. A total of 115 children with and 115 without respiratory syncytial virus were thus chosen as possible index cases for the study.  - Comparisons were made between those index children who had had respiratory syncytial virus (group 1) and those who had not (group 2) (100 in each group). No significant difference was found in the age at which the index illness occurred (4 3 months in both groups) or in the proportion who were breast fed (seven in group 1 and five in group 2). Social class distribution and personal or family histories of atopic disorders were similar in both subgroups.",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,"RSV(+) LRTI hospitalization in first year of life",1,0,0,0,0,2,1,0,0,"","RSV(-) LRTI hospitalization in first year of life",2,2,1,NA,1,1,"based on descriptive data; performed McNemar's test but not model-based effect size",2,0.52,1,0.53,200,6,94,11,89,"~ ages 6-7",74,1
"658",74,"Established asthma  - Recurrent qr established bronchitis is defined as four or more episodes of cough necessitating medical attention, and asthma as four or more episodes of wheezing during the year before follow-up study.    -After each child's visit general practitioners were contacted and asked to confirm the history obtained from the parents. Medical records were scrutinised with the general practitioner's consent whenever there was a history of respiratory problems or apparent conflict between parental and medical information. More than two-thirds of the medical records of the children were finally reviewed and relevant information coded.",1,3,1,0,0,0,1,"Just descriptive -- based on last section of the Results",1,0,0,0,0,1,0,0,"Table 1: child sex well-matched in   - Those with and without respiratory syncytial virus were then grouped separately for each  winter period according to age (to within three months) at the time of the illness and equal numbers of ""age matched"" children with and  without respiratory syncytial virus were selected at random from each group. A total of 115 children with and 115 without respiratory syncytial virus were thus chosen as possible index cases for the study.  - Comparisons were made between those index children who had had respiratory syncytial virus (group 1) and those who had not (group 2) (100 in each group). No significant difference was found in the age at which the index illness occurred (4 3 months in both groups) or in the proportion who were breast fed (seven in group 1 and five in group 2). Social class distribution and personal or family histories of atopic disorders were similar in both subgroups.",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,"RSV(+) LRTI hospitalization in first year of life",1,0,0,0,0,2,1,0,0,"","RSV(-) LRTI hospitalization in first year of life",2,2,1,NA,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",74,1
"659",74,"Established asthma  - Recurrent qr established bronchitis is defined as four or more episodes of cough necessitating medical attention, and asthma as four or more episodes of wheezing during the year before follow-up study.    -After each child's visit general practitioners were contacted and asked to confirm the history obtained from the parents. Medical records were scrutinised with the general practitioner's consent whenever there was a history of respiratory problems or apparent conflict between parental and medical information. More than two-thirds of the medical records of the children were finally reviewed and relevant information coded.",1,3,1,0,0,0,1,"Just descriptive -- based on last section of the Results",1,0,0,0,0,1,0,0,"Table 1: child sex well-matched in   - Those with and without respiratory syncytial virus were then grouped separately for each  winter period according to age (to within three months) at the time of the illness and equal numbers of ""age matched"" children with and  without respiratory syncytial virus were selected at random from each group. A total of 115 children with and 115 without respiratory syncytial virus were thus chosen as possible index cases for the study.  - Comparisons were made between those index children who had had respiratory syncytial virus (group 1) and those who had not (group 2) (100 in each group). No significant difference was found in the age at which the index illness occurred (4 3 months in both groups) or in the proportion who were breast fed (seven in group 1 and five in group 2). Social class distribution and personal or family histories of atopic disorders were similar in both subgroups.",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,"RSV(+) LRTI hospitalization in first year of life",1,0,0,0,0,2,1,0,0,"","RSV(-) LRTI hospitalization in first year of life",2,2,1,NA,3,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",74,1
"1786",74," Recurrent wheeze",2,3,1,0,0,0,1,"based on descriptive stats in last section of Results",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV(+) LRTI hospitalization in first year of life",1,0,0,0,0,2,1,0,0,"","RSV(-) LRTI hospitalization in first year of life",2,2,1,NA,1,1,"unadjusted OR",2,1.17,1,0.28,200,49,51,45,55,"~ ages 6-7",74,1
"1783",74," Recurrent wheeze",2,3,1,0,0,0,1,"based on descriptive stats in last section of Results",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV(+) LRTI hospitalization in first year of life",1,0,0,0,0,2,1,0,0,"","RSV(-) LRTI hospitalization in first year of life",2,2,1,NA,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",74,1
"1784",74," Recurrent wheeze",2,3,1,0,0,0,1,"based on descriptive stats in last section of Results",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV(+) LRTI hospitalization in first year of life",1,0,0,0,0,2,1,0,0,"","RSV(-) LRTI hospitalization in first year of life",2,2,1,NA,3,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",74,1
"676",76,"Infantile asthma",1,2,1,0,0,0,1,"Britt: ""Because this was an observational study and randomization of patients to each of the study subgroups was not possible, we performed propensity score weighting to control for the confounding of the causal relationship between the subgroups and outcomes. To address this  issue, multinomial logistic regression modeling was performed to calculate a generalized propensity score, the score indicating the conditional probability of being diagnosed as RSV LRI inpatient or outpatient, UBP inpatient or outpatient, or comparison (five groups). Propensity score weighting is an expansion of the  propensity score matching technique and is appropriate when more than two groups are included in the analysis.  A propensity score weight-the inverse probability that an infant was assigned to a specific subgroup-was calculated for each infant and then normalized to reflect the sample size of the respective condition/gestational age subgroup. Propensity score weights were used to adjust the descriptive and multivariate analyses.""",0,0,0,0,0,1,0,0,"primary analysis used propensity score methods, but we used descriptive stats to calculate ESs of interest so these were unadjusted estimates  - based on Table 1, RSV-LRTI and comparison groups were well-balanced on birth weight, NICU admission, length of hospital stay, and child sex  - generalized propensity score,  the score indicating the conditional probability of being diagnosed as RSV LRI inpatient or outpatient, UBP inpatient or outpatient, or comparison (five groups).  - covariates considered in the calculation of the propensity score included pre-diagnosis factors that are likely associated with the infant's probability of having an RSV diagnosis, including gender, birth quarter, birthweight, region of residence or Medicaid state, presence of CLD or CHD, admission to the NICU during the birth hospitalization, and the cost of the birth hospitalization",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"infants with RSV-LRTI diagnosis in medical records in the first year of life (aggregated over preterm and full-term comparisons and over inpatient and outpatient LRTIs)",0,1,0,0,0,1,1,0,0,"","infants with unspecified bronchiolitis/pneumonia (aggregated over preterm and full-term and inpatient and outpatient)",2,2,1,NA,1,1,"unadjusted based on Figure 1",2,1.37,1,0.03,24211,3178,7073,3444,10516,"~ ages 0-2",76,2
"677",76,"Infantile asthma",1,2,1,0,0,0,1,"Britt: ""Because this was an observational study and randomization of patients to each of the study subgroups was not possible, we performed propensity score weighting to control for the confounding of the causal relationship between the subgroups and outcomes. To address this  issue, multinomial logistic regression modeling was performed to calculate a generalized propensity score, the score indicating the conditional probability of being diagnosed as RSV LRI inpatient or outpatient, UBP inpatient or outpatient, or comparison (five groups). Propensity score weighting is an expansion of the  propensity score matching technique and is appropriate when more than two groups are included in the analysis.  A propensity score weight-the inverse probability that an infant was assigned to a specific subgroup-was calculated for each infant and then normalized to reflect the sample size of the respective condition/gestational age subgroup. Propensity score weights were used to adjust the descriptive and multivariate analyses.""",0,0,0,0,0,1,0,0,"primary analysis used propensity score methods, but we used descriptive stats to calculate ESs of interest so these were unadjusted estimates  - based on Table 1, RSV-LRTI and comparison groups were well-balanced on birth weight, NICU admission, length of hospital stay, and child sex  - generalized propensity score,  the score indicating the conditional probability of being diagnosed as RSV LRI inpatient or outpatient, UBP inpatient or outpatient, or comparison (five groups).  - covariates considered in the calculation of the propensity score included pre-diagnosis factors that are likely associated with the infant's probability of having an RSV diagnosis, including gender, birth quarter, birthweight, region of residence or Medicaid state, presence of CLD or CHD, admission to the NICU during the birth hospitalization, and the cost of the birth hospitalization",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"infants with RSV-LRTI diagnosis in medical records in the first year of life (aggregated over preterm and full-term comparisons and over inpatient and outpatient LRTIs)",0,1,0,0,0,1,1,0,0,"","infants with unspecified bronchiolitis/pneumonia (aggregated over preterm and full-term and inpatient and outpatient)",2,2,1,NA,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",76,2
"679",76,"Infantile asthma",1,2,1,0,0,0,1,"Britt: ""Because this was an observational study and randomization of patients to each of the study subgroups was not possible, we performed propensity score weighting to control for the confounding of the causal relationship between the subgroups and outcomes. To address this  issue, multinomial logistic regression modeling was performed to calculate a generalized propensity score, the score indicating the conditional probability of being diagnosed as RSV LRI inpatient or outpatient, UBP inpatient or outpatient, or comparison (five groups). Propensity score weighting is an expansion of the  propensity score matching technique and is appropriate when more than two groups are included in the analysis.  A propensity score weight-the inverse probability that an infant was assigned to a specific subgroup-was calculated for each infant and then normalized to reflect the sample size of the respective condition/gestational age subgroup. Propensity score weights were used to adjust the descriptive and multivariate analyses.""",0,0,0,0,0,1,0,0,"primary analysis used propensity score methods, but we used descriptive stats to calculate ESs of interest so these were unadjusted estimates  - based on Table 1, RSV-LRTI and comparison groups were well-balanced on birth weight, NICU admission, length of hospital stay, and child sex  - generalized propensity score,  the score indicating the conditional probability of being diagnosed as RSV LRI inpatient or outpatient, UBP inpatient or outpatient, or comparison (five groups).  - covariates considered in the calculation of the propensity score included pre-diagnosis factors that are likely associated with the infant's probability of having an RSV diagnosis, including gender, birth quarter, birthweight, region of residence or Medicaid state, presence of CLD or CHD, admission to the NICU during the birth hospitalization, and the cost of the birth hospitalization",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"infants with RSV-LRTI diagnosis in medical records in the first year of life (aggregated over preterm and full-term comparisons and over inpatient and outpatient LRTIs)",0,1,0,0,0,1,1,0,0,"","infants with unspecified bronchiolitis/pneumonia (aggregated over preterm and full-term and inpatient and outpatient)",2,2,1,NA,3,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",76,2
"1801",76,"Recurrent wheeze",2,3,1,0,0,0,1,"based on descriptive stats",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Infants with RSV-LRTI diagnosis in medical records in the first year of life (aggregated over preterm and full-term comparisons and over inpatient and outpatient LRTIs)",0,1,0,0,0,1,1,0,0,"","infants with unspecified bronchiolitis/pneumonia (aggregated over preterm and full-term and inpatient and outpatient)",2,2,1,NA,1,1,"unadjusted OR based on descriptive stats (Figure 1)",2,1.51,1,0.04,24211,1955,8296,1880,12080,"~ ages 0-2",76,2
"1802",76,"Recurrent wheeze",2,3,1,0,0,0,1,"based on descriptive stats",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Infants with RSV-LRTI diagnosis in medical records in the first year of life (aggregated over preterm and full-term comparisons and over inpatient and outpatient LRTIs)",0,1,0,0,0,1,1,0,0,"","infants with unspecified bronchiolitis/pneumonia (aggregated over preterm and full-term and inpatient and outpatient)",2,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,2
"1804",76,"Recurrent wheeze",2,3,1,0,0,0,1,"based on descriptive stats",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Infants with RSV-LRTI diagnosis in medical records in the first year of life (aggregated over preterm and full-term comparisons and over inpatient and outpatient LRTIs)",0,1,0,0,0,1,1,0,0,"","infants with unspecified bronchiolitis/pneumonia (aggregated over preterm and full-term and inpatient and outpatient)",2,2,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,2
"694",78,"use of long-term asthma controller medication (inhaled corticosteroid and/or leukotriene receptor antagonist) for recurrent wheezing, prolonged cough or asthma during the 12-month follow-up",3,1,1,0,1,1,0,"Binary logistic or Cox regression was used for multivariable analyses",0,1,0,0,0,0,0,0,"adjustments for age (<2, 2-11.9 vs. 12-23.9 months), sex (male vs. female), gestational age (<=31, 32-36 vs. >=37 weeks), atopic eczema ever (no vs. yes), presence of older siblings (no vs. yes), parental asthma (no vs. yes, if either of the parents had ever been diagnosed with asthma), oral intake on index hospital admission (adequate vs. inadequate) and use of systemic corticosteroids during index hospitalization (no vs. yes). ",1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,2,NA,NA,2,NA,NA,NA,NA,2,NA,"RSV only bronchiolitis requiring hospitalization in first 12 months (no prior wheezing)",1,0,0,0,0,2,1,0,0,"","Rhinovirus only bronchiolitis requiring hospitalization in the first year (no prior wheezing)",2,2,1,NA,1,1,"adjusted OR from online supplement 1",1,0.07,1,1.02,191,16,106,43,26,"~ ages 0-2",78,1
"697",78,"use of long-term asthma controller medication (inhaled corticosteroid and/or leukotriene receptor antagonist) for recurrent wheezing, prolonged cough or asthma during the 12-month follow-up",3,1,1,0,1,1,0,"Binary logistic or Cox regression was used for multivariable analyses",0,1,0,0,0,0,0,0,"adjustments for age (<2, 2-11.9 vs. 12-23.9 months), sex (male vs. female), gestational age (<=31, 32-36 vs. >=37 weeks), atopic eczema ever (no vs. yes), presence of older siblings (no vs. yes), parental asthma (no vs. yes, if either of the parents had ever been diagnosed with asthma), oral intake on index hospital admission (adequate vs. inadequate) and use of systemic corticosteroids during index hospitalization (no vs. yes). ",1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,2,NA,NA,2,NA,NA,NA,NA,2,NA,"RSV only bronchiolitis requiring hospitalization in first 12 months (no prior wheezing)",1,0,0,0,0,2,1,0,0,"","Rhinovirus only bronchiolitis requiring hospitalization in the first year (no prior wheezing)",2,2,1,NA,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",78,1
"698",78,"use of long-term asthma controller medication (inhaled corticosteroid and/or leukotriene receptor antagonist) for recurrent wheezing, prolonged cough or asthma during the 12-month follow-up",3,1,1,0,1,1,0,"Binary logistic or Cox regression was used for multivariable analyses",0,1,0,0,0,0,0,0,"adjustments for age (<2, 2-11.9 vs. 12-23.9 months), sex (male vs. female), gestational age (<=31, 32-36 vs. >=37 weeks), atopic eczema ever (no vs. yes), presence of older siblings (no vs. yes), parental asthma (no vs. yes, if either of the parents had ever been diagnosed with asthma), oral intake on index hospital admission (adequate vs. inadequate) and use of systemic corticosteroids during index hospitalization (no vs. yes). ",1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,2,NA,NA,2,NA,NA,NA,NA,2,NA,"RSV only bronchiolitis requiring hospitalization in first 12 months (no prior wheezing)",1,0,0,0,0,2,1,0,0,"","Rhinovirus only bronchiolitis requiring hospitalization in the first year (no prior wheezing)",2,2,1,NA,3,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",78,1
"696",78,"use of long-term asthma controller medication (inhaled corticosteroid and/or leukotriene receptor antagonist) for recurrent wheezing, prolonged cough or asthma during the 12-month follow-up",3,1,1,0,1,1,0,"Binary logistic or Cox regression was used for multivariable analyses",0,1,0,0,0,0,0,0,"adjustments for age (<2, 2-11.9 vs. 12-23.9 months), sex (male vs. female), gestational age (<=31, 32-36 vs. >=37 weeks), atopic eczema ever (no vs. yes), presence of older siblings (no vs. yes), parental asthma (no vs. yes, if either of the parents had ever been diagnosed with asthma), oral intake on index hospital admission (adequate vs. inadequate) and use of systemic corticosteroids during index hospitalization (no vs. yes). ",1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,2,NA,NA,2,NA,NA,NA,NA,2,NA,"Rhinovirus only bronchiolitis requiring hospitalization in the first year (no prior wheezing)",1,0,0,0,0,2,1,0,0,"","bronchiolitis hospitalization caused by non-RSV and non-HRV virus (no co-infection) among kids hospitalized in first 12 months with no prior wheezing",2,2,1,NA,1,1,"adjusted odds based on online supplement table 1 (inverse of the odds ratios reported)",1,0.15,1,0.71,169,16,106,17,30,"~ ages 0-2",78,2
"701",78,"use of long-term asthma controller medication (inhaled corticosteroid and/or leukotriene receptor antagonist) for recurrent wheezing, prolonged cough or asthma during the 12-month follow-up",3,1,1,0,1,1,0,"Binary logistic or Cox regression was used for multivariable analyses",0,1,0,0,0,0,0,0,"adjustments for age (<2, 2-11.9 vs. 12-23.9 months), sex (male vs. female), gestational age (<=31, 32-36 vs. >=37 weeks), atopic eczema ever (no vs. yes), presence of older siblings (no vs. yes), parental asthma (no vs. yes, if either of the parents had ever been diagnosed with asthma), oral intake on index hospital admission (adequate vs. inadequate) and use of systemic corticosteroids during index hospitalization (no vs. yes). ",1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,2,NA,NA,2,NA,NA,NA,NA,2,NA,"Rhinovirus only bronchiolitis requiring hospitalization in the first year (no prior wheezing)",1,0,0,0,0,2,1,0,0,"","bronchiolitis hospitalization caused by non-RSV and non-HRV virus (no co-infection) among kids hospitalized in first 12 months with no prior wheezing",2,2,1,NA,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",78,2
"702",78,"use of long-term asthma controller medication (inhaled corticosteroid and/or leukotriene receptor antagonist) for recurrent wheezing, prolonged cough or asthma during the 12-month follow-up",3,1,1,0,1,1,0,"Binary logistic or Cox regression was used for multivariable analyses",0,1,0,0,0,0,0,0,"adjustments for age (<2, 2-11.9 vs. 12-23.9 months), sex (male vs. female), gestational age (<=31, 32-36 vs. >=37 weeks), atopic eczema ever (no vs. yes), presence of older siblings (no vs. yes), parental asthma (no vs. yes, if either of the parents had ever been diagnosed with asthma), oral intake on index hospital admission (adequate vs. inadequate) and use of systemic corticosteroids during index hospitalization (no vs. yes). ",1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,2,NA,NA,2,NA,NA,NA,NA,2,NA,"Rhinovirus only bronchiolitis requiring hospitalization in the first year (no prior wheezing)",1,0,0,0,0,2,1,0,0,"","bronchiolitis hospitalization caused by non-RSV and non-HRV virus (no co-infection) among kids hospitalized in first 12 months with no prior wheezing",2,2,1,NA,3,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",78,2
"695",78,"use of long-term asthma controller medication (inhaled corticosteroid and/or leukotriene receptor antagonist) for recurrent wheezing, prolonged cough or asthma during the 12-month follow-up",3,1,1,0,1,1,0,"Binary logistic or Cox regression was used for multivariable analyses",0,1,0,0,0,0,0,0,"adjustments for age (<2, 2-11.9 vs. 12-23.9 months), sex (male vs. female), gestational age (<=31, 32-36 vs. >=37 weeks), atopic eczema ever (no vs. yes), presence of older siblings (no vs. yes), parental asthma (no vs. yes, if either of the parents had ever been diagnosed with asthma), oral intake on index hospital admission (adequate vs. inadequate) and use of systemic corticosteroids during index hospitalization (no vs. yes). ",1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,2,NA,NA,2,NA,NA,NA,NA,2,NA,"Rhinovirus only bronchiolitis requiring hospitalization in the first year (no prior wheezing)",1,0,0,0,0,2,1,0,0,"","bronchiolitis hospitalization caused by a non-viral agent among kids hospitalized in first 12 months with no prior wheezing",2,2,1,NA,1,1,"adjusted OR from supplement 1: adjusted for age at index hospitalization, sex, gestational age, atopic eczema, older siblings, parental asthma,  oral intake on admission and use systemic corticosteroids during index hospitalization.",1,0.97,1,0.97,166,16,106,16,28,"~ ages 0-2",78,3
